band,album,date,genre,country,real_date,count
Pantera,"Vulgar Display of Power","February 25th, 1992 ","Glam/Heavy Metal (early); Groove Metal (later)","United States",1/1/1992,1
"Unholy Desolation","Unholy Desolation II","July 14th, 2019 ","Raw Black Metal/Ambient",Belgium,1/1/2019,1
Degial,"Predator Reign","November 24th, 2017 ","Death Metal",Sweden,1/1/2017,1
Alert,"The Brutal Mass",2006,"Brutal Death Metal",Belarus,1/1/2006,1
Strawels,"All Alone","August 7th, 2004 ","Melodic Heavy Metal/Hard Rock",Finland,1/1/2004,1
Bloodattack,Alphakiller,"May 17th, 2013 ","Metalcore/Thrash Metal",Germany,1/1/2013,1
"Death Line Observer","Mask of Wishes","December 2007","Heavy/Thrash Metal",Germany,1/1/2007,1
Fornicator,"She Died On My Dick",2001,"Brutal Death Metal/Grindcore","United States",1/1/2001,1
Pulver,"Kings Under the Sand","May 10th, 2019 ","Heavy Metal",Germany,1/1/2019,1
Killsorrow,"The Demo","July 8th, 2012 ","Melodic Groove Metal/Metalcore",Poland,1/1/2012,1
Gort,"Pestiferous Worms Miasma","February 15th, 2016 ","Black Metal",Italy,1/1/2016,1
Wolfthorn,"Echoes of a Forgotten Past","October 2010","Black/Folk Metal","United Kingdom",1/1/2010,1
Pact,"The Infernal Hierarchies, Penetrating the Threshold of Night","April 15th, 2014 ","Black Metal","United States",1/1/2014,1
Voodus,"Open the Otherness","June 22nd, 2020 ","Black Metal",Sweden,1/1/2020,1
"Helsótt","Fólkvangr","July 1st, 2012 ","Folk/Death Metal","United States",1/1/2012,1
"The Grindful Dead","I Spit on Your God","November 6th, 2017 ","Grindcore/Death Metal",Brazil,1/1/2017,1
"Crawl of the Dark","Barbaric Battle in Dark War",2005,"Black Metal",Indonesia,1/1/2005,1
Mines,Mines,"July 4th, 2017 ","Sludge Metal/Noise Rock/Grunge","United Kingdom",1/1/2017,1
"Diamond Chazer","Chained in Tokyo","June 15th, 2018 ","Heavy Metal",Colombia,1/1/2018,1
"Ciclón","Ciclón","October 2008","Heavy Metal",Spain,1/1/2008,1
Nyx,"Demo CD","September 24th, 2005 ","Death/Thrash Metal","United Kingdom",1/1/2005,1
"Чёрный Кофе","Они бесы","September 21st, 2004 ","Heavy Metal/Hard Rock",Russia,1/1/2004,1
"Lord Follin Beich","The Winter Dreams of Despair","December 16th, 2018 ","Raw Black Metal",Russia,1/1/2018,1
Veorfolnir,"The Last Battle",2015,"Folk/Pagan Black Metal",Mexico,1/1/2015,1
"Focus Indulgens","Under the Vaults",2006,"Doom Metal/Progressive Rock",Italy,1/1/2006,1
Umbah,"Fear the Chaos","August 28th, 2018 ","Avant-garde Industrial Death Metal/Cybergrind/Electronic","United Kingdom",1/1/2018,1
Mephisto,"Blasphemy and Evil",2007,"Gothic/Black Metal",Cuba,1/1/2007,1
"Supremacía Satánica","Iluminando el sombrío sendero de la existencia","May 30th, 2015 ","Black Metal",Colombia,1/1/2015,1
Ishtar,Rise,"September 11th, 2015 ","Progressive/Symphonic Power Metal","Korea, South",1/1/2015,1
"Lucifer's Friend","Black Moon","April 26th, 2019 ","Progressive/Hard Rock/Heavy Metal",Germany,1/1/2019,1
Warwulf,"The Archetype of Destruction","May 26th, 2013 ","Black Metal","United States",1/1/2013,1
Cocyte,"The Human Disease","June 2nd, 2017 ","Melodic Death Metal/Metalcore",Belgium,1/1/2017,1
Lunacy,"Killing Giants","May 1991","Thrash Metal",Netherlands,1/1/1991,1
"Eternity of Darkness","Ship of Fools",2002,"Black Metal","United Kingdom",1/1/2002,1
Resistance,"Ascension to Ruins",1987,"Thrash/Power Metal","United States",1/1/1987,1
"Castle Freak","Still Rotting","June 28th, 2014 ","Death Metal/Grindcore","United States",1/1/2014,1
"Sick to the Back Teeth","Cloud Couplet I","September 16th, 2010 ",Various,"United States",1/1/2010,1
"Robot Monster","Virgin Among the Living Dead",2003,"Doom Metal",Netherlands,1/1/2003,1
Klont,"I Really Screwed Up This Time","December 12th, 2017 ","Death Metal/Grindcore",Netherlands,1/1/2017,1
Cognizance,"Malignant Dominion","September 6th, 2019 ","Technical Melodic Death Metal/Deathcore","United Kingdom",1/1/2019,1
AtomKrieg,"Demos of the Apocalypse","September 25th, 2016 ","Thrash Metal","United States",1/1/2016,1
Gaul,"Lustrous in Death","April 17th, 2020 ","Black/Doom Metal","United States",1/1/2020,1
"Criminal Side","Slaves of Time","February 19th, 2010 ","Thrash Metal",Italy,1/1/2010,1
"Krigblåst","Power Till Demise","December 15th, 2014 ","Black Metal/Crust Punk","United States",1/1/2014,1
Krysaor,Untitled,2007,"Heavy Metal",France,1/1/2007,1
Anchor,"No More Lies",1999,"Groove/Death Metal",Finland,1/1/1999,1
"Ages of Atrophy","The Great Ascendancy Fraud","June 18th, 2018 ",Deathcore,Israel,1/1/2018,1
DDC,"The End of Days",2005,"Thrash Metal","United States",1/1/2005,1
"Bleeding Fist","Suffocated Madness","March 11th, 2005 ","Black/Thrash Metal",Slovenia,1/1/2005,1
"Кабарга","Старая тропа","August 2007","Folk/Dark/Power Metal",Ukraine,1/1/2007,1
Grafenwald,"Kyffhäuser",1997,"Raw Black Metal, Ambient",Germany,1/1/1997,1
Tjolgtjar,"Midnight on Witches Sabbat","December 25th, 2004 ","Black Metal (early); Black 'n' Roll (later)","United States",1/1/2004,1
"Wampyric Moon","Solstice d'Hiver [unreleased rehearsal]",2019,"Black Metal","United States",1/1/2019,1
"Atacke Nuclear","Extermínio",2016,"Thrash Metal",Brazil,1/1/2016,1
"Texas Toast Chainsaw Massacre","Thuggin Since '77",2014,"Crossover/Thrash Metal","United States",1/1/2014,1
"Sutekh Hexen",Alters,2010,"Raw Black Metal/Noise","United States",1/1/2010,1
"Экстремист","Изнасилуй шлюху-жизнь","March 28th, 2017 ","Crust/Black Metal",Russia,1/1/2017,1
"Eremitic Trance","Bleeding the Corpses of Gods",2020,"Raw Black Metal",Unknown,1/1/2020,1
Rhemorha,Rhemorha,2008,"Groove Metal/Metalcore",Russia,1/1/2008,1
"Deformation of Man","The Black Knife","May 2nd, 2020 ","Groove Metal","United Kingdom",1/1/2020,1
Absurdeity,Absurdeity,"September 8th, 2005 ","Death/Thrash Metal",Sweden,1/1/2005,1
WildeStarr,"A Tell Tale Heart","October 29th, 2012 ","Melodic Power Metal","United States",1/1/2012,1
"Black City","Demo 42","July 14th, 2018 ","Thrash Metal",Colombia,1/1/2018,1
"Diabolic Intent",Reborn,2000,"Death Metal","United States",1/1/2000,1
0N0,"Plus Ultra","June 20th, 2012 ","Experimental Industrial Doom/Death Metal",Slovakia,1/1/2012,1
Scelus,"All Fucking Day","March 30th, 2007 ","Progressive Metal/Rock","United States",1/1/2007,1
Evixxion,"Strategic Cancellations",2009,Sludge/Post-Metal,"United States",1/1/2009,1
"Light Unseen","Eve of the Day of the Lord: Demo 2017","November 17th, 2017 ","Death Metal/Grindcore","United States",1/1/2017,1
"Orion Belt","Cavum Atrum","May 7th, 2007 ","Black Metal/Noise/Ambient",Russia,1/1/2007,1
"Bible of Hatred","Under the Black Dead Pines of Fury",2003,"Black Metal",Belarus,1/1/2003,1
"Chainsaw Torture","Inseparable Twins","May 12th, 2020 ","Brutal Death Metal/Goregrind","United States",1/1/2020,1
"Darkside NYC","Optimism Is Self-Deception Vols. 1 & 2","December 23rd, 2014 ","Thrash Metal/Hardcore","United States",1/1/2014,1
"Ira Regia","Ira Regia",2001,"Heavy/Power Metal",Spain,1/1/2001,1
GuilThee,"Homunculus Paradoxon","January 31st, 2011 ","Thrash/Groove/Death Metal (early), Experimental/Progressive Metal (later)",Hungary,1/1/2011,1
"Præternatura","Suicide Altar","September 23rd, 2018 ","Black Metal","United States",1/1/2018,1
Mistweaver,"The Aftermath","July 8th, 2003 ","Melodic Death Metal",Spain,1/1/2003,1
"MacAllister Project",Folklords,"October 29th, 2017 ","Power/Folk Metal",Spain,1/1/2017,1
Mutuldzec,Tzitzimitl,"February 8th, 2012 ","Pagan/Folk/Black Metal",Mexico,1/1/2012,1
"Hellébore",Demo,"October 2012","Atmospheric Black Metal",Canada,1/1/2012,1
"Muthas Pride","Dream of the Future","May 11th, 2016 ","Melodic Heavy Metal",Japan,1/1/2016,1
"The True Frost","...in Eternal Strife",2005,"Black Metal",Germany,1/1/2005,1
"Amplified Heat","In for Sin","November 16th, 2004 ","Hard Rock/Blues (early); Heavy Metal/Stoner Rock (later)","United States",1/1/2004,1
Witch-Hunt,"In the Name of My God",1997,"Death Metal",France,1/1/1997,1
"Drowning in Sorrow","Violating Melancholy","September 11th, 2014 ","Depressive Black Metal",Brazil,1/1/2014,1
Hemotoxin,"Between Forever... and the End","February 11th, 2013 ","Progressive Death/Thrash Metal","United States",1/1/2013,1
Silentium,"SI.VM E.T A.V.VM",2001,"Symphonic/Doom/Gothic Metal (early); Gothic Metal (later)",Finland,1/1/2001,1
Firejack,"A Night at the Movies",2009,"Progressive Metal",Australia,1/1/2009,1
Kurnalcool,"Bumba atomika",1986,"Heavy/Speed Metal",Italy,1/1/1986,1
"Across the Scarlet Moat","The Juggler, the Peddler and the Minstrel",1996,"Doom Metal",Australia,1/1/1996,1
"Orden Ogan","Soli Deo Gloria",1999,"Folk Metal (early), Power Metal (later)",Germany,1/1/1999,1
"毒蠱","蠱","June 8th, 2019 ","Death/Thrash Metal",China,1/1/2019,1
Terror,"Stuck in the Sewer","October 1st, 1989 ","Thrash Metal, Death Metal (mid)","United States",1/1/1989,1
Ghosthill,"Flying Through Imagination","October 3rd, 2012 ","Power Metal",Russia,1/1/2012,1
"Sei Hexe","To Rot My Soul Is Smiling","June 22nd, 2012 ","Experimental/Doom/Stoner Metal/Rock","United States",1/1/2012,1
"Feral Viscera","Immoral Ever After","August 2nd, 2016 ","Death Metal/Grindcore","United States",1/1/2016,1
Matternysh,"The Hypochrist","March 29th, 2016 ","Melodic Death Metal",Poland,1/1/2016,1
Mercenari,"Promo 1989","May 1989","Thrash Metal","United States",1/1/1989,1
"Twisted Harmony","Lost Your Faith",2004,"Heavy Metal",Germany,1/1/2004,1
Tortura,"When the Pestilence Came Ashore",1996,"Black/Death Metal","Puerto Rico",1/1/1996,1
Necator,"Vicarius Filii Dei",2001,"Melodic Heavy Metal",Brazil,1/1/2001,1
"Black Syndrome","Fatal Attraction","September 10th, 1988 ","Heavy Metal/Hard Rock","Korea, South",1/1/1988,1
"One of Them","I Am One of Them","July 2009","Thrash Metal",Brazil,1/1/2009,1
"Feasting on Darkness","Six Feet Above You","August 16th, 2019 ","Progressive/Death Metal","United States",1/1/2019,1
"Black Beast","demo #2","March 21st, 2015 ","Thrash/Black Metal",Chile,1/1/2015,1
Asbel,Legions,2004,"Depressive Black Metal",Colombia,1/1/2004,1
Underverse,"Enigma of Steel","February 10th, 2009 ","Extreme Symphonic Metal",Finland,1/1/2009,1
"Amaka Hahina","Aheah Saergathan!",2002,"Dark Ambient",France,1/1/2002,1
Epocholypse,Epocholypse,2007,"Death Metal",Canada,1/1/2007,1
Braindead,Guts,1989,"Death Metal",Sweden,1/1/1989,1
Nightfear,"Drums of War","November 12th, 2015 ","Power/Heavy Metal",Spain,1/1/2015,1
"Blames God","In the Flames of Suffering","December 27th, 2017 ","Death Metal",Chile,1/1/2017,1
Anacryptic,"The Futility of Decency","August 12th, 2016 ","Technical Death Metal",Colombia,1/1/2016,1
"Murmúrio","Sangue e Honra","November 18th, 2016 ","Black Metal",Portugal,1/1/2016,1
Ram,"Forced Entry","November 25th, 2005 ","Heavy Metal",Sweden,1/1/2005,1
"Епизод","Българският бог",2002,"Heavy Metal",Bulgaria,1/1/2002,1
"Withering Soul","No Closure","March 8th, 2011 ","Black/Gothic Metal (early), Melodic Black Metal (later)","United States",1/1/2011,1
Angerpoint,"Different Point of Anger","December 28th, 2009 ","Thrash Metal",Bulgaria,1/1/2009,1
"Face of Agony","The Die Is Cast","March 9th, 2005 ","Thrash Metal",Slovakia,1/1/2005,1
Edenslave,"On the Road","December 14th, 2009 ","Power Metal",Italy,1/1/2009,1
Bliss,"...and I Smile",2007,"Progressive/Dark Metal",Germany,1/1/2007,1
"At Dawn They Sleep","Paradise Lust",1999,"Melodic Death/Gothic Metal",Finland,1/1/1999,1
Venator,"Army of Darkness","August 9th, 2012 ","Heavy Metal",Netherlands,1/1/2012,1
Acron,"Labyrinth of Fears",1998,"Progressive Metal",Italy,1/1/1998,1
"Bloodmoon Collective","Limitless Complex","June 21st, 2015 ","Progressive Death Metal",Canada,1/1/2015,1
"Princ Persii","Princ Persii","March 17th, 2014 ","Post-Black Metal",Russia,1/1/2014,1
Evilsmith,Evilsmith,2006,"Thrash/Groove Metal","United States",1/1/2006,1
"Dust of Shadows","Ultimate Attempt",2010,"Progressive/Heavy Metal",France,1/1/2010,1
Suffer,"Promo Tape","November 1991","Death Metal",Sweden,1/1/1991,1
"Kingfisher Sky","Hallway of Dreams","October 21st, 2007 ","Progressive/Symphonic Metal",Netherlands,1/1/2007,1
"Jurassic Jade",Kiten,"September 10th, 2014 ","Thrash Metal",Japan,1/1/2014,1
"Бесконечная Зима","Череда декад","December 13th, 2015 ","Black Metal/Crust",Russia,1/1/2015,1
"Faceless God","Behold the Throne of Christian Tyranny","July 8th, 2017 ","Black Metal",Greece,1/1/2017,1
"Twisted Sister","I Am (I'm Me)",1992,"Heavy Metal/Hard Rock","United States",1/1/1992,1
Epicardiectomy,"Deranged Self-Mutilating Emasculation","June 2013","Slam/Brutal Death Metal",Czechia,1/1/2013,1
Agressor,"Kill or Die",1988,"Thrash Metal",Brazil,1/1/1988,1
"Genocide Terror",Cryostasis,2009,"Death Metal",Finland,1/1/2009,1
"Chaos Invocation","In Bloodline with the Snake","October 8th, 2009 ","Black Metal",Germany,1/1/2009,1
Vollmond,"Moonlight Shadow","November 17th, 2013 ","Black Metal",Indonesia,1/1/2013,1
Striborg,"A Procession of Lost Souls","March 1st, 2017 ","Black Metal/Ambient (early); Blackened Coldwave/Electronic (later)",Australia,1/1/2017,1
"Ars Magna","Dehumanize the Nation","November 12th, 2014 ","Heavy/Power Metal",Guatemala,1/1/2014,1
"Clotted Symmetric Sexual Organ","CSSO Studio Recording Sampler '98",1998,Grindcore,Japan,1/1/1998,1
"Whores of Tijuana","Whores of Tijuana",2005,"Stoner Metal","United States",1/1/2005,1
"Das War","Mindless Contraption",2007,"Experimental Progressive Metal","United States",1/1/2007,1
"Bleeding Tears","The Dark Has Arrived","June 2006","Gothic/Doom/Death Metal",Venezuela,1/1/2006,1
Resistencia,"Sin tregua",2012,"Heavy Metal",Ecuador,1/1/2012,1
"Gaahls Wyrd","GastiR - Ghosts Invited","May 24th, 2019 ","Black Metal",Norway,1/1/2019,1
Eversor,"Sick Charisma",2009,"Black/Death Metal",Poland,1/1/2009,1
"Rotten Penetration","Farrapo Canibal",2017,"Death Metal",Brazil,1/1/2017,1
"The Prophet",Dying,"February 21st, 2015 ","Melodic Death Metal",Russia,1/1/2015,1
"Dos Brujos","Fuck Off and Jam!","April 29th, 2017 ","Sludge/Doom Metal",Austria,1/1/2017,1
Vitriol,"Demo 1983",1983,"Heavy Metal",France,1/1/1983,1
"The Real Massacre","Tragica Humana Magica","February 2018","Black/Heavy Metal",Germany,1/1/2018,1
Bal-Sagoth,"The Chthonic Chronicles","March 10th, 2006 ","Symphonic/Epic Black Metal","United Kingdom",1/1/2006,1
Swarm,"Division & Disharmony","March 2nd, 2017 ","Thrash/Groove Metal",France,1/1/2017,1
"Casket Robbery","Shrouded in Darkness","December 6th, 2011 ","Brutal Death Metal","United States",1/1/2011,1
"Violent Dirge","Obliteration of Soul","May 1991","Technical Death Metal",Poland,1/1/1991,1
"Pro-Fé-Cia","Hechos de metal",2005,"Death Metal","United States",1/1/2005,1
Contrition,"Oath of Iniquity","January 2011","Melodic Thrash Metal/Metalcore",Denmark,1/1/2011,1
"A God from the Machine",Underworlds,"June 18th, 2013 ","Progressive Black Metal","United States",1/1/2013,1
Courageous,"Demo 2",1996,"Power/Thrash Metal",Germany,1/1/1996,1
Rawthrone,"Ready to Chaos","June 7th, 2020 ","Raw Black Metal",Brazil,1/1/2020,1
"Seges Findere",Dessemitize,"July 13th, 2012 ","Black/Death Metal",Brazil,1/1/2012,1
"Perpetual Hate","Hack, Pack, Preserve","May 14th, 2005 ","Death Metal",Norway,1/1/2005,1
Ara,"The Blessed Sleep","December 26th, 2012 ","Technical Death Metal","United States",1/1/2012,1
Datura,"Impulse 80","July 2005","Brutal Death Metal",Ukraine,1/1/2005,1
"User Ne","Atropa Natura",2006,"Pagan Metal",Spain,1/1/2006,1
"Bunker 66","Screaming Rock Believers","September 16th, 2014 ","Blackened Thrash Metal",Italy,1/1/2014,1
Medda,Conquest,"March 12th, 2017 ","Progressive Metal","United States",1/1/2017,1
"Mistigo Varggoth Darkestra","The Key to the Gates of Apocalypses","June 3rd, 1999 ","Dark Ambient/Black Metal",Ukraine,1/1/1999,1
Falkirk,"Gates of Dawn","February 28th, 2006 ","Heavy Metal",France,1/1/2006,1
Thyruz,"Develish Devine",2003,"Black Metal",Norway,1/1/2003,1
Voxhumana,Voxhumana,1991,"Technical Thrash Metal","United States",1/1/1991,1
Emerna,"Mortem Animalium","August 2007","Ambient Black Metal",Iran,1/1/2007,1
Vanadium,"Malice in Wonderland",2010,"Heavy/Thrash Metal","United Kingdom",1/1/2010,1
"Revenant Dead","Two Evils","March 2nd, 2010 ","Thrash/Death/Groove Metal","United Kingdom",1/1/2010,1
"Witch Tomb","Past Torture: Demo 2002 + Rehearsal Jan 2007","September 1st, 2007 ","Black/Death Metal","United States",1/1/2007,1
"Funeral Feast","Emanating Mucous Semen",1992,"Death Metal",Sweden,1/1/1992,1
Artillery,B.A.C.K.,"October 1999","Thrash Metal",Denmark,1/1/1999,1
Dreamslave,"В поисках мечты","March 12th, 2011 ","Progressive Metal",Russia,1/1/2011,1
Nucleon,"Hyper Emitter",2000,"Psychedelic Heavy/Stoner Metal/Rock","United States",1/1/2000,1
Torpedo,"Flaming Steel Attack","January 30th, 2017 ","Heavy/Speed Metal",Australia,1/1/2017,1
Aneurisma,"Army of Apocalypse",2009,"Power/Speed/Thrash Metal",Ecuador,1/1/2009,1
"Bál","Bú","January 13th, 2020 ","Atmospheric/Post-Black Metal",Hungary,1/1/2020,1
Graabein,Howl,"December 2006","Black/Thrash Metal",Norway,1/1/2006,1
Depression,"Second Birth",1994,"Progressive Power Metal",Greece,1/1/1994,1
Kalibos,HexA,"October 31st, 2017 ","Doom/Sludge Metal",Germany,1/1/2017,1
"Altar of Pain","Splattered Remains",2010,"Death Metal",Portugal,1/1/2010,1
"Grógaldr","Demo I: Malignant Channelings","April 18th, 2019 ","Black Metal","United States",1/1/2019,1
Cimmerii,Dagor,1996,"Black/Death/Thrash Metal",Netherlands,1/1/1996,1
Agathocles,"We Just Don't Fit",2018,Grindcore,Belgium,1/1/2018,1
"Trouble Agency","Bite into Life","April 2002","Thrash Metal/Crossover",Belgium,1/1/2002,1
"Taüt","Taüt",2009,"Death Metal",Spain,1/1/2009,1
"Cruel Barbarian","Víno z temných hroznů","November 23rd, 2001 ","Power/Speed Metal",Czechia,1/1/2001,1
Al-Kamar,Oboro,"August 12th, 2013 ","Black Metal/Shoegaze/Post-Punk",Japan,1/1/2013,1
"K'aux","K'aux","February 5th, 2016 ","Progressive Metal",Chile,1/1/2016,1
Helicon,"Mysterious Skipjack",1994,"Melodic Power Metal",Germany,1/1/1994,1
"Blaze of Sorrow","L'ultimo respiro","July 28th, 2008 ","Atmospheric Black/Folk Metal",Italy,1/1/2008,1
Bezwering,Voortekenen,2019,"Black Metal",Netherlands,1/1/2019,1
"Ecliptic Vision","Dissimilar Dimensions","June 2016","Death Metal","United States",1/1/2016,1
"Proyecto Ibex","Así Como Quien Siembra Viento, Cosecha Tempestad",2009,"Melodic Death/Black Metal",Chile,1/1/2009,1
Cryostasium,ATKAR,"November 2nd, 2014 ","Black Metal/Ambient/Industrial","United States",1/1/2014,1
Decay,"Rehearsal '18-'19","April 16th, 2020 ","Black/Death Metal",Romania,1/1/2020,1
Project-43,"Waiting to Surface","August 27th, 2013 ","Heavy Metal",International,1/1/2013,1
"Raging Age","Waiting for Death Alive","March 2012","Melodic Death Metal",Italy,1/1/2012,1
Varzoroth,"Demo I","May 5th, 2019 ","Black Metal",Germany,1/1/2019,1
"Mötley Crüe","Shout at the Devil","September 26th, 1983 ","Heavy/Glam Metal, Hard Rock","United States",1/1/1983,1
Fireborn,"The Masochist Within",2004,"Melodic Death Metal","United States",1/1/2004,1
"Killing Frost","Falling from the Sky","June 2nd, 2007 ","Power Metal",Japan,1/1/2007,1
Hellhorse,Hellhorse,2010,"Black Metal, Crust","United States",1/1/2010,1
Circumventor,"Norton X",1999,"Symphonic Black Metal",Italy,1/1/1999,1
"Thrash Ratchet","Death Test","July 9th, 2017 ","Thrash Metal/Metalcore","United States",1/1/2017,1
"Suspiria Profundis","In War Against Satan","January 2009","Black Metal",Italy,1/1/2009,1
Arondight,"Myths and Legends","December 5th, 2008 ","Heavy Metal",Poland,1/1/2008,1
"Mad Architect",Dreamworld,"March 26th, 2012 ","Power Metal",Sweden,1/1/2012,1
Soom,"Джєбарс","April 20th, 2018 ","Stoner/Doom/Sludge Metal",Ukraine,1/1/2018,1
"Ghriéving","Chimére de Hypnos","April 9th, 2019 ","Black Metal",Venezuela,1/1/2019,1
"No Way Out","No Way Out",1994,"Melodic Thrash Metal",Poland,1/1/1994,1
"Entrenched Ingurgitation","Genesis of Heterogeneous","November 15th, 2013 ","Goregrind/Brutal Death Metal",International,1/1/2013,1
